stage,resolution_m,x,y,movement_distance,guaranteed_receive_coverage,possible_receive_coverage,near_area_coverage,direction_available_coverage,clear_ready_coverage,operational_good_coverage,uniform_guaranteed_receive_coverage,uniform_clear_ready_coverage,uniform_operational_good_coverage,worst_diameter_median,worst_diameter_mean,worst_diameter_p90,worst_diameter_p95,worst_diameter_max,unbounded_fraction_of_direction_area,mean_abs_orthogonality_error_deg,orthogonal_80_100_area_coverage,target_sample_count,epsilon_sample_count
cross_grid_refined,1.0,685.0,462.0,826.2378592148873,1.0,1.0,0.0,1.0,0.2504233017536787,0.2504233017536787,1.0,0.3556910569105691,0.3556910569105691,70.73822013225671,82.54067930004729,155.4543525785917,167.6211580287531,194.61192711610772,0.0,37.84778717262197,0.09881408318215414,4920,41
cross_grid_refined,1.0,685.0,463.0,826.7974358934599,1.0,1.0,0.0,1.0,0.2502015722636565,0.2502015722636565,1.0,0.35548780487804876,0.35548780487804876,70.6922364489115,82.45485710908443,155.22421084710567,167.32909675598336,194.2351287115134,0.0,37.798069073939075,0.09897870053080696,4920,41
cross_grid_refined,1.0,685.0,464.0,827.3578427742134,1.0,1.0,0.0,1.0,0.2502015722636565,0.2502015722636565,1.0,0.35548780487804876,0.35548780487804876,70.64665810768591,82.36957962060075,154.99525488928847,167.04561315308194,193.86046469675534,0.0,37.74846491820794,0.09918363233219109,4920,41
cross_grid_refined,1.0,685.0,465.0,827.9190781712908,1.0,1.0,0.0,1.0,0.2502015722636565,0.2502015722636565,1.0,0.35548780487804876,0.35548780487804876,70.60141104534935,82.28484334769801,154.76747680983726,166.76367811439763,193.4879187275253,0.0,37.698974342974516,0.0993448901431163,4920,41
cross_grid_refined,1.0,685.0,466.0,828.4811404009146,1.0,1.0,0.0,1.0,0.24997984277363436,0.24997984277363436,1.0,0.35528455284552846,0.35528455284552846,70.55649301475994,82.20064418792795,154.5437648889419,166.4832804729015,193.11747462427456,0.0,37.64959698733191,0.09971443929315327,4920,41
cross_grid_refined,1.0,685.0,467.0,829.0440277813959,1.0,1.0,0.0,1.0,0.24997984277363436,0.24997984277363436,1.0,0.35528455284552846,0.35528455284552846,70.51190178870121,82.11697862310231,154.3256178496585,166.22930023892243,192.74911637012912,0.0,37.6003324919112,0.09971443929315327,4920,41
cross_grid_refined,1.0,685.0,468.0,829.6077386331447,1.0,1.0,0.0,1.0,0.24975811328361217,0.24975811328361217,1.0,0.35508130081300815,0.35508130081300815,70.46763515966929,82.03384284497754,154.1085633683211,165.98432160458398,192.38282810886102,0.0,37.55118049887234,0.10008062890546261,4920,41
cross_grid_refined,1.0,685.0,469.0,830.1722712786786,1.0,1.0,0.0,1.0,0.24982530403816436,0.24982530403816436,1.0,0.35528455284552846,0.35528455284552846,70.42369093966148,81.95123326846505,153.89259441857794,165.7405607357634,192.01859414288495,0.0,37.502140651895154,0.10008062890546261,4920,41
cross_grid_refined,1.0,685.0,470.0,830.7376240426336,1.0,1.0,0.0,1.0,0.24967076530269436,0.24967076530269436,1.0,0.35528455284552846,0.35528455284552846,70.38006695996698,81.8691460158241,153.67770403331625,165.49800975403775,191.65639893127604,0.0,37.45321259617047,0.10045017805549956,4920,41
cross_grid_refined,1.0,685.0,471.0,831.3037952517719,1.0,1.0,0.0,1.0,0.2498051468117987,0.2498051468117987,1.0,0.3556910569105691,0.3556910569105691,70.33676107096049,81.78757742526267,153.43824622147483,165.2566608479603,191.29622708783046,0.0,37.404395978391186,0.10061143586642478,4920,41
cross_grid_refined,1.0,685.0,472.0,831.8707832349926,1.0,1.0,0.0,1.0,0.2496506080763287,0.2496506080763287,1.0,0.3556910569105691,0.3556910569105691,70.29377114190257,81.70652426132384,153.20536193829955,165.0165062723504,190.9380633791439,0.0,37.35569044674351,0.10081636766780891,4920,41
cross_grid_refined,1.0,685.0,473.0,832.4385863233396,1.0,1.0,0.0,1.0,0.24978498958543305,0.24978498958543305,1.0,0.35609756097560974,0.35609756097560974,70.25109506073207,81.62598292704783,152.98673077566826,164.77753834759775,190.58189272272023,0.0,37.30709565089827,0.10081636766780891,4920,41
cross_grid_refined,1.0,686.0,462.0,827.067107313548,1.0,1.0,0.0,1.0,0.2510884902237452,0.2510884902237452,1.0,0.3563008130081301,0.3563008130081301,70.61839727155892,82.4330068245158,155.23006641536944,167.36341878967332,194.32022411300485,0.0,37.814896628085855,0.09877712826715045,4920,41
cross_grid_refined,1.0,686.0,463.0,827.6261233189779,1.0,1.0,0.0,1.0,0.2510884902237452,0.2510884902237452,1.0,0.3563008130081301,0.3563008130081301,70.5727717059584,82.34745938599073,155.00046861447868,167.07742514533174,193.944259965168,0.0,37.765183955669364,0.09894174561580327,4920,41
cross_grid_refined,1.0,686.0,464.0,828.1859694537212,1.0,1.0,0.0,1.0,0.25086676073372305,0.25086676073372305,1.0,0.35609756097560974,0.35609756097560974,70.52747830232778,82.26245558402914,154.77205409759313,166.7946120057738,193.57042570628852,0.0,37.715585309142774,0.0991466774171874,4920,41
cross_grid_refined,1.0,686.0,465.0,828.7466440354374,1.0,1.0,0.0,1.0,0.25086676073372305,0.25086676073372305,1.0,0.35609756097560974,0.35609756097560974,70.48251480253518,82.17799156579802,154.54497208354556,166.5133440633233,193.19870502789948,0.0,37.666100325528575,0.09930793522811261,4920,41
cross_grid_refined,1.0,686.0,466.0,829.3081453838495,1.0,1.0,0.0,1.0,0.25064503124370086,0.25064503124370086,1.0,0.35589430894308943,0.35589430894308943,70.43787896851173,82.09406368763553,154.32623498949653,166.24536693405375,192.82908178590455,0.0,37.61672864339917,0.09967748437814956,4920,41
cross_grid_refined,1.0,686.0,467.0,829.8704718207534,1.0,1.0,0.0,1.0,0.25064503124370086,0.25064503124370086,1.0,0.35589430894308943,0.35589430894308943,70.39356858204124,82.01066789223576,154.10859529121245,165.99970440530092,192.46153999850915,0.0,37.56746990286764,0.0998824161795337,4920,41
cross_grid_refined,1.0,686.0,468.0,830.4336216700285,1.0,1.0,0.0,1.0,0.2504233017536787,0.2504233017536787,1.0,0.3556910569105691,0.3556910569105691,70.34958144454552,81.92780064408407,153.89204591697765,165.7552651758633,192.09606384419507,0.0,37.51832374557871,0.10004367399045891,4920,41
cross_grid_refined,1.0,686.0,469.0,830.9975932576459,1.0,1.0,0.0,1.0,0.2504233017536787,0.2504233017536787,1.0,0.3556910569105691,0.3556910569105691,70.30591537687125,81.84545819269208,153.67657985482285,165.51204131542815,191.7326376597176,0.0,37.46928981469968,0.10041322314049586,4920,41
cross_grid_refined,1.0,686.0,470.0,831.5623849116794,1.0,1.0,0.0,1.0,0.2502015722636565,0.2502015722636565,1.0,0.35548780487804876,0.35548780487804876,70.26256821908615,81.76363701388745,153.44766236520437,165.27002496123097,191.37124593813564,0.0,37.42036775491149,0.10041322314049586,4920,41
cross_grid_refined,1.0,686.0,471.0,832.1279949623134,1.0,1.0,0.0,1.0,0.2502015722636565,0.2502015722636565,1.0,0.35548780487804876,0.35548780487804876,70.21953783027048,81.68233344341768,153.20563120521905,165.02920831735216,191.0118733268615,0.0,37.37155721239992,0.10078277229053283,4920,41
cross_grid_refined,1.0,686.0,472.0,832.6944217418536,1.0,1.0,0.0,1.0,0.24997984277363436,0.24997984277363436,1.0,0.35528455284552846,0.35528455284552846,70.17682208831636,81.60154402036638,152.9864050176601,164.7895836540066,190.65450462576868,0.0,37.32285783484667,0.10078277229053283,4920,41
cross_grid_refined,1.0,686.0,473.0,833.261663584735,1.0,1.0,0.0,1.0,0.24997984277363436,0.24997984277363436,1.0,0.35528455284552846,0.35528455284552846,70.13441888972736,81.52126474818911,152.76829362226988,164.55114330682744,190.29912478527885,0.0,37.27426927142072,0.1013169387892226,4920,41
cross_grid_refined,1.0,687.0,462.0,827.8967326907384,1.0,1.0,0.0,1.0,0.2567089968420345,0.2567089968420345,1.0,0.3615853658536585,0.3615853658536585,70.49886879872429,82.32555285276594,155.00600141539454,167.1097035588168,194.028804268666,0.0,37.78200613636724,0.09874017335214674,4920,41
