stage,d1,d2,beta_deg,sensor_x,sensor_y,worst_diameter,mean_diameter,worst_epsilon,bounded_all,diameter_pass_all,circle_pass_all,clear_ready_all,epsilon_count
coarse,400.0,200.0,88.75,395.6370229930878,-199.95240541598181,15.984434000963544,15.757652008363864,-1.0,True,True,True,True,101
coarse,400.0,200.0,88.8,395.8115160233286,-199.9561366949691,15.978449726054816,15.751942920852395,-1.0,True,True,True,True,101
coarse,400.0,200.0,88.85,395.9860122432822,-199.95971569865995,15.97247627238753,15.746244111686472,-1.0,True,True,True,True,101
coarse,400.0,200.0,88.9,396.1605115200621,-199.96314242432885,15.966513627685254,15.74055556956735,-1.0,True,True,True,True,101
coarse,400.0,200.0,88.95,396.33501372077944,-199.96641686936616,15.960561779715986,15.734877283236967,-1.0,True,True,True,True,101
coarse,400.0,200.0,89.0,396.5095187125433,-199.96953903127826,15.954620716292142,15.729209241477879,-1.0,True,True,True,True,101
coarse,400.0,200.0,89.05,396.6840263624605,-199.97250890768748,15.94869042526999,15.723565678444132,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.1,396.8585365376358,-199.97532649633212,15.94277089454995,15.718140565630964,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.15,397.0330491051723,-199.9779917950665,15.93686211207664,15.71299853364816,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.2,397.20756393217096,-199.98050480186086,15.930964065838287,15.708132744532122,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.25,397.38208088573106,-199.9828655148014,15.925076743867121,15.703550033859363,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.3,397.55659983295055,-199.9850739320904,15.919200134239262,15.699243657570987,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.35,397.73112064092555,-199.987130052046,15.91333422507432,15.695220357259771,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.4,397.90564317675086,-199.98903387310241,15.90747900453559,15.691473483219953,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.45,398.08016730752,-199.9907853938098,15.901634460829978,15.688009682609946,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.5,398.2546929003252,-199.99238461283426,15.895800582207773,15.684822400526011,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.55,398.4292198222577,-199.99383152895794,15.88997735696278,15.681918189241104,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.6,398.6037479404077,-199.99512614107894,15.884164773432111,15.679290589102886,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.65,398.77827712186433,-199.99626844821142,15.87836281999593,15.676946057047243,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.7,398.9528072337161,-199.99725844948534,15.87257148507788,15.674878229123065,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.75,399.1273381430507,-199.9980961441469,15.866790757144537,15.673093466477193,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.8,399.30186971695525,-199.99878153155808,15.861020624705555,15.671585501309984,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.85,399.4764018225164,-199.99931461119695,15.855261076313635,15.67036059852672,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.9,399.65093432682033,-199.99969538265753,15.849512100564242,15.669412586930006,-1.0,True,True,False,False,101
coarse,400.0,200.0,89.95,399.825467096953,-199.99992384564987,15.843773686095837,15.668747634730607,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.0,400.0,-200.0,15.838045821589477,15.66835966778456,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.05,400.174532903047,-199.99992384564987,15.832328495769097,15.668254757154719,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.1,400.3490656731796,-199.99969538265753,15.82662169740106,15.668426926202189,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.15,400.5235981774836,-199.99931461119695,15.820925415294434,15.668882148388052,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.2,400.69813028304475,-199.99878153155808,15.815239638300664,15.669614545030603,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.25,400.87266185694926,-199.9980961441469,15.809564355313828,15.670629991534833,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.3,401.0471927662839,-199.99725844948534,15.803899555270123,15.67192270762876,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.35,401.2217228781356,-199.99626844821142,15.79824522714819,15.673498470206512,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.4,401.39625205959237,-199.99512614107894,15.792601359968819,15.675351597858874,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.45,401.5707801777423,-199.99383152895794,15.786967942794966,15.677487768513881,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.5,401.7453070996748,-199.99238461283426,15.781344964731721,15.6799014000785,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.55,401.91983269248004,-199.9907853938098,15.775732414926239,15.682598071059028,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.6,402.09435682324914,-199.98903387310241,15.770130282567536,15.685572299132529,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.65,402.2688793590745,-199.987130052046,15.764538556886562,15.688829562927443,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.7,402.44340016704945,-199.9850739320904,15.758957227156175,15.692364480345264,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.75,402.6179191142689,-199.9828655148014,15.753386282691032,15.69618242968,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.8,402.79243606782904,-199.98050480186086,15.747825712847275,15.700278129512384,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.85,402.9669508948277,-199.9779917950665,15.74227550702305,15.704656857344993,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.9,403.14146346236413,-199.97532649633212,15.736735654657812,15.709313432893023,-1.0,True,True,False,False,101
coarse,400.0,200.0,90.95,403.3159736375395,-199.97250890768748,15.73120614523274,15.714253032410141,-1.0,True,True,False,False,101
coarse,400.0,200.0,91.0,403.4904812874567,-199.96953903127826,15.725686968270262,15.71947057720172,-1.0,True,True,False,False,101
coarse,400.0,200.0,91.05,403.66498627922056,-199.96641686936616,15.731584281272829,15.724971141814601,1.0,True,True,False,False,101
coarse,400.0,200.0,91.1,403.8394884799379,-199.96314242432885,15.73749199553689,15.730636645641608,1.0,True,True,False,False,101
coarse,400.0,200.0,91.15,404.0139877567178,-199.95971569865995,15.743410123057904,15.736312372494199,1.0,True,True,False,False,101
coarse,400.0,200.0,91.2,404.18848397667136,-199.9561366949691,15.749338675873057,15.741998333556063,1.0,True,True,False,False,101
coarse,400.0,200.0,91.25,404.3629770069122,-199.95240541598181,15.755277666061021,15.747694540051217,1.0,True,True,False,False,101
coarse,400.0,200.0,91.3,404.5374667145562,-199.94852186453966,15.761227105742634,15.753401003244146,1.0,True,True,False,False,101
coarse,400.0,200.0,91.35,404.711952966722,-199.9444860436001,15.767187007080315,15.759117734439837,1.0,True,True,False,False,101
coarse,400.0,200.0,91.4,404.8864356305306,-199.94029795623663,15.773157382278544,15.76484474498385,1.0,True,True,False,False,101
coarse,400.0,200.0,91.45,405.0609145731059,-199.93595760563863,15.779138243584018,15.77058204626238,1.0,True,True,False,False,101
coarse,400.0,200.0,91.5,405.23538966157463,-199.93146499511144,15.785129603285284,15.776329649702367,1.0,True,True,False,False,101
coarse,400.0,200.0,91.55,405.4098607630664,-199.92682012807646,15.791131473713202,15.782087566771505,1.0,True,True,False,False,101
coarse,400.0,200.0,91.6,405.5843277447138,-199.92202300807088,15.797143867240983,15.787855808978371,1.0,True,True,False,False,101
coarse,400.0,200.0,91.65,405.7587904736527,-199.91707363874792,15.803166796284158,15.793634387872448,1.0,True,True,False,False,101
coarse,400.0,200.0,91.7,405.93324881702216,-199.9119720238768,15.809200273300513,15.799423315044232,1.0,True,True,False,False,101
coarse,400.0,200.0,91.75,406.1077026419645,-199.90671816734258,15.815244310790604,15.805222602125266,1.0,True,True,False,False,101
coarse,400.0,200.0,91.8,406.28215181562564,-199.90131207314633,15.821298921297522,15.811032260788286,1.0,True,True,False,False,101
coarse,400.0,200.0,91.85,406.4565962051549,-199.89575374540496,15.827364117406802,15.816852302747177,1.0,True,True,False,False,101
coarse,400.0,200.0,91.9,406.63103567770526,-199.89004318835143,15.833439911747027,15.822682739757163,1.0,True,True,False,False,101
coarse,400.0,200.0,91.95,406.8054701004335,-199.88418040633456,15.839526316989545,15.828523583614798,1.0,True,True,False,False,101
coarse,400.0,200.0,92.0,406.9798993405002,-199.87816540381914,15.845623345848422,15.834374846158092,1.0,True,True,False,False,101
coarse,400.0,200.0,92.05,407.1543232650699,-199.87199818538585,15.851731011081089,15.840236539266543,1.0,True,True,False,False,101
coarse,400.0,200.0,92.1,407.3287417413112,-199.86567875573124,15.857849325487669,15.846108674861252,1.0,True,True,False,False,101
coarse,400.0,200.0,92.15,407.50315463639697,-199.85920711966793,15.863978301911846,15.85199126490496,1.0,True,True,False,False,101
coarse,400.0,200.0,92.2,407.677561817504,-199.85258328212424,15.870117953240108,15.857884321402144,1.0,True,True,False,False,101
coarse,400.0,200.0,92.25,407.8519631518137,-199.84580724814458,15.876268292402825,15.863787856399103,1.0,True,True,False,False,101
coarse,400.0,200.0,92.3,408.02635850651194,-199.8388790228892,15.882429332373249,15.869701881984021,1.0,True,True,False,False,101
coarse,400.0,200.0,92.35,408.20074774878896,-199.8317986116342,15.888601086168409,15.875626410287008,1.0,True,True,False,False,101
coarse,400.0,200.0,92.4,408.3751307458399,-199.82456601977168,15.894783566848954,15.881561453480272,1.0,True,True,False,False,101
coarse,400.0,200.0,92.45,408.54950736486444,-199.81718125280952,15.900976787519129,15.88750702377808,1.0,True,True,False,False,101
coarse,400.0,200.0,92.5,408.7238774730672,-199.80964431637156,15.907180761326904,15.893463133436923,1.0,True,True,False,False,101
coarse,400.0,200.0,92.55,408.8982409376577,-199.8019552161975,15.91339550146425,15.899429794755564,1.0,True,True,False,False,101
coarse,400.0,200.0,92.6,409.07259762585073,-199.79411395814296,15.91962102116694,15.905407020075105,1.0,True,True,False,False,101
coarse,400.0,200.0,92.65,409.24694740486603,-199.78612054817933,15.925857333714701,15.911394821779071,1.0,True,True,False,False,101
coarse,400.0,200.0,92.7,409.4212901419286,-199.777974992394,15.932104452431544,15.917393212293526,1.0,True,True,False,False,101
coarse,400.0,200.0,92.75,409.5956257042688,-199.76967729699012,15.938362390685732,15.923402204087086,1.0,True,True,False,False,101
coarse,400.0,200.0,92.8,409.76995395912263,-199.76122746828682,15.944631161889541,15.929421809671055,1.0,True,True,False,False,101
coarse,400.0,200.0,92.85,409.94427477373154,-199.75262551271894,15.95091077949989,15.935452041599506,1.0,True,True,False,False,101
coarse,400.0,200.0,92.9,410.1185880153427,-199.74387143683722,15.957201257017955,15.941492912469295,1.0,True,True,False,False,101
coarse,400.0,200.0,92.95,410.2928935512088,-199.7349652473084,15.963502607989673,15.94754443492023,1.0,True,True,False,False,101
coarse,400.0,200.0,93.0,410.4671912485888,-199.72590695091478,15.969814846005443,15.953606621635094,1.0,True,True,True,True,101
refined,400.0,200.0,90.9,403.14146346236413,-199.97532649633212,15.736735654657812,15.709231556909145,-1.0,True,True,False,False,201
refined,400.0,200.0,90.91,403.1763656930408,-199.974775161729,15.73562892567348,15.710201417782214,-1.0,True,True,False,False,201
refined,400.0,200.0,90.92,403.2112678269599,-199.97421773554592,15.73452261032263,15.71118255100356,-1.0,True,True,False,False,201
refined,400.0,200.0,90.93,403.2461698630581,-199.97365421779983,15.733416708521437,15.712174956761103,-1.0,True,True,False,False,201
refined,400.0,200.0,90.94,403.2810718002724,-199.9730846085079,15.73231122018604,15.713178635242791,-1.0,True,True,False,False,201
refined,400.0,200.0,90.95,403.3159736375395,-199.97250890768748,15.73120614523274,15.71419358663663,-1.0,True,True,False,False,201
refined,400.0,200.0,90.96,403.3508753737962,-199.97192711535607,15.730101483577762,15.715219811130652,-1.0,True,True,False,False,201
refined,400.0,200.0,90.97,403.3857770079795,-199.9713392315315,15.72899723513753,15.71625730891296,-1.0,True,True,False,False,201
refined,400.0,200.0,90.98,403.42067853902614,-199.97074525623154,15.727893399828528,15.717306080171669,-1.0,True,True,False,False,201
refined,400.0,200.0,90.99,403.4555799658729,-199.97014518947435,15.726789977567226,15.718366125094969,-1.0,True,True,False,False,201
refined,400.0,200.0,91.0,403.4904812874567,-199.96953903127826,15.725686968270262,15.719437443871069,-1.0,True,True,False,False,201
refined,400.0,200.0,91.01,403.52538250271436,-199.96892678166165,15.72686559934416,15.720520036688239,1.0,True,True,False,False,201
refined,400.0,200.0,91.02,403.5602836105827,-199.9683084406432,15.728044646085875,15.721613903734786,1.0,True,True,False,False,201
refined,400.0,200.0,91.03,403.5951846099986,-199.96768400824178,15.729224108590744,15.722719045199064,1.0,True,True,False,False,201
refined,400.0,200.0,91.04,403.630085499899,-199.96705348447634,15.730403986954476,15.723835461269463,1.0,True,True,False,False,201
refined,400.0,200.0,91.05,403.66498627922056,-199.96641686936616,15.731584281272829,15.724963152134414,1.0,True,True,False,False,201
refined,400.0,200.0,91.06,403.69988694690034,-199.9657741629306,15.732764991641476,15.72609543491522,1.0,True,True,False,False,201
refined,400.0,200.0,91.07,403.734787501875,-199.9651253651892,15.733946118156274,15.727228126258996,1.0,True,True,False,False,201
refined,400.0,200.0,91.08,403.76968794308164,-199.9644704761618,15.735127660913143,15.72836122625484,1.0,True,True,False,False,201
refined,400.0,200.0,91.09,403.804588269457,-199.9638094958683,15.736309620008006,15.729494734991897,1.0,True,True,False,False,201
refined,400.0,200.0,91.1,403.8394884799379,-199.96314242432885,15.73749199553689,15.730628652559371,1.0,True,True,False,False,201
coarse,400.0,400.0,88.0,386.04020131899955,-399.7563308076383,20.4786891749117,20.110776973960263,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.05,386.38905979913295,-399.76836081266913,20.469106579242627,20.101682632438862,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.1,386.7379286445894,-399.78008637670285,20.459536858228542,20.092600351982274,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.15,387.0868075896903,-399.7915074908099,20.449979990181767,20.0835301127686,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.2,387.4356963687487,-399.80262414629266,20.440435953465833,20.074471895021752,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.25,387.78459471607096,-399.81343633468515,20.430904726495477,20.065425679011376,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.3,388.1335023659557,-399.8239440477536,20.421386287735864,20.056391445052657,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.35,388.4824190526946,-399.83414727749584,20.411880615703623,20.047369173506244,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.4,388.8313445105725,-399.84404601614176,20.402387688965472,20.03835884477811,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.45,389.1802784738673,-399.8536402561529,20.39290748613902,20.029360439319422,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.5,389.52922067685074,-399.8629299902229,20.383439985891993,20.020373937626385,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.55,389.8781708537881,-399.87191521127727,20.373985166942386,20.01139932024016,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.6,390.2271287389387,-399.88059591247327,20.36454300805829,20.002436567746702,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.65,390.576094066556,-399.8889720872002,20.355113488057558,19.99348566077667,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.7,390.92506657088745,-399.8970437290793,20.34569658580809,19.984546580005272,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.75,391.27404598617557,-399.90481083196363,20.336292280227227,19.97561930615216,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.8,391.62303204665716,-399.9122733899382,20.326900550281866,19.966703819981248,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.85,391.97202448656435,-399.9194313973199,20.317521374988257,19.9578001023007,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.9,392.32102304012415,-399.9262848486577,20.308154733411715,19.948908133962686,-1.0,True,True,True,True,101
coarse,400.0,400.0,88.95,392.6700274415589,-399.9328337387323,20.298800604666752,19.94002789586335,-1.0,True,True,True,True,101
coarse,400.0,400.0,89.0,393.01903742508654,-399.9390780625565,20.28945896791693,19.931159368942616,-1.0,True,True,True,True,101
coarse,400.0,400.0,89.05,393.3680527249209,-399.94501781537497,20.28012980237435,19.922353643793716,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.1,393.7170730752716,-399.95065299266423,20.27081308729991,19.91393262530531,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.15,394.06609821034465,-399.955983590133,20.261508802003142,19.905946206946343,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.2,394.41512786434186,-399.9610096037217,20.25221692584151,19.89839527074208,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.25,394.76416177146217,-399.9657310296028,20.242937438221063,19.89127929468326,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.3,395.11319966590116,-399.9701478641808,20.233670318596076,19.884599168063918,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.35,395.46224128185105,-399.974260104092,20.22441554646832,19.878354362819838,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.4,395.8112863535017,-399.97806774620483,20.21517310138782,19.872545774797786,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.45,396.16033461504,-399.9815707876196,20.205942962952058,19.86717287059141,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.5,396.5093858006504,-399.9847692256685,20.196725110806092,19.86223655188232,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.55,396.85843964451544,-399.9876630579159,20.187519524642536,19.857736280636836,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.6,397.2074958808154,-399.9902522821579,20.178326184201158,19.853672963651512,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.65,397.55655424372867,-399.99253689642285,20.16914506926892,19.850046058982127,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.7,397.9056144674322,-399.9945168989707,20.159976159679672,19.84685647781838,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.75,398.25467628610136,-399.9961922882938,20.150819435314435,19.844103675024144,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.8,398.6037394339105,-399.99756306311616,20.141674876100684,19.84178856545858,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.85,398.95280364503276,-399.9986292223939,20.132542462012683,19.839910601514276,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.9,399.30186865364067,-399.99939076531507,20.123422173071113,19.838470700994165,-1.0,True,True,False,False,101
coarse,400.0,400.0,89.95,399.6509341939059,-399.99984769129975,20.114313989343028,19.837468314542146,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.0,400.0,-400.0,20.105217890941784,19.83690436217735,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.05,400.349065806094,-399.99984769129975,20.09613385802665,19.836778293519423,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.1,400.6981313463593,-399.99939076531507,20.08706187080309,19.837091030074223,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.15,401.0471963549672,-399.9986292223939,20.07800190952209,19.837842021163585,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.2,401.3962605660895,-399.99756306311616,20.06895395448072,19.839032189048663,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.25,401.7453237138986,-399.9961922882938,20.059917986021322,19.84066098348177,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.3,402.09438553256774,-399.9945168989707,20.05089398453193,19.842729326746102,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.35,402.4434457562713,-399.99253689642285,20.041881930445662,19.845236669754662,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.4,402.7925041191847,-399.9902522821579,20.03288180424103,19.848183934077465,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.45,403.14156035548456,-399.9876630579159,20.023893586441517,19.851570572520348,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.5,403.4906141993496,-399.9847692256685,20.014917257615508,19.85539750520306,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.55,403.8396653849601,-399.9815707876196,20.005952798376285,19.859664187558284,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.6,404.1887136464983,-399.97806774620483,19.997000189381847,19.864371537516543,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.65,404.53775871814895,-399.974260104092,19.988059411334522,19.869519013873266,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.7,404.8868003340989,-399.9701478641808,19.97913044498144,19.875107531628892,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.75,405.2358382285378,-399.9657310296028,19.970213271113803,19.881136553679365,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.8,405.5848721356581,-399.9610096037217,19.96130787056719,19.887606991352396,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.85,405.93390178965535,-399.955983590133,19.95241422422098,19.89451831238407,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.9,406.2829269247283,-399.95065299266423,19.943532312998737,19.901871423684728,-1.0,True,True,False,False,101
coarse,400.0,400.0,90.95,406.631947275079,-399.94501781537497,19.93466211786766,19.909665798572203,-1.0,True,True,False,False,101
coarse,400.0,400.0,91.0,406.9809625749134,-399.9390780625565,19.925803619839023,19.917902338793017,1.0,True,True,False,False,101
coarse,400.0,400.0,91.05,407.32997255844106,-399.9328337387323,19.934960651034093,19.92658052399013,1.0,True,True,False,False,101
coarse,400.0,400.0,91.1,407.6789769598758,-399.9262848486577,19.94412964068109,19.935441853130044,1.0,True,True,False,False,101
coarse,400.0,400.0,91.15,408.02797551343565,-399.9194313973199,19.953310608757484,19.944314868919985,1.0,True,True,False,False,101
coarse,400.0,400.0,91.2,408.3769679533428,-399.9122733899382,19.962503575285908,19.953199590352813,1.0,True,True,False,False,101
coarse,400.0,400.0,91.25,408.72595401382443,-399.90481083196363,19.97170856033497,19.9620960364649,1.0,True,True,False,False,101
coarse,400.0,400.0,91.3,409.0749334291125,-399.8970437290793,19.980925584019037,19.971004226336294,1.0,True,True,False,False,101
coarse,400.0,400.0,91.35,409.42390593344396,-399.8889720872002,19.9901546664984,19.979924179090766,1.0,True,True,False,False,101
coarse,400.0,400.0,91.4,409.77287126106125,-399.88059591247327,19.999395827979267,19.988855913895996,1.0,True,True,False,False,101
coarse,400.0,400.0,91.45,410.12182914621184,-399.87191521127727,20.008649088714463,19.997799449963658,1.0,True,True,False,False,101
coarse,400.0,400.0,91.5,410.4707793231492,-399.8629299902229,20.017914469002854,20.00675480654956,1.0,True,True,False,False,101
coarse,400.0,400.0,91.55,410.81972152613275,-399.8536402561529,20.027191989189735,20.015722002953776,1.0,True,True,False,False,101
coarse,400.0,400.0,91.6,411.1686554894275,-399.84404601614176,20.03648166966734,20.024701058520765,1.0,True,True,False,False,101
coarse,400.0,400.0,91.65,411.5175809473054,-399.83414727749584,20.045783530874257,20.033691992639454,1.0,True,True,False,False,101
coarse,400.0,400.0,91.7,411.8664976340443,-399.8239440477536,20.055097593296367,20.042694824743453,1.0,True,True,False,False,101
coarse,400.0,400.0,91.75,412.2154052839291,-399.81343633468515,20.06442387746602,20.051709574311083,1.0,True,True,False,False,101
coarse,400.0,400.0,91.8,412.56430363125133,-399.80262414629266,20.073762403963595,20.060736260865593,1.0,True,True,False,False,101
coarse,400.0,400.0,91.85,412.91319241030976,-399.7915074908099,20.08311319341573,20.06977490397519,1.0,True,True,False,False,101
coarse,400.0,400.0,91.9,413.26207135541057,-399.78008637670285,20.092476266497044,20.07882552325328,1.0,True,True,False,False,101
coarse,400.0,400.0,91.95,413.610940200867,-399.76836081266913,20.101851643929926,20.087888138358455,1.0,True,True,False,False,101
coarse,400.0,400.0,92.0,413.9597986810004,-399.7563308076383,20.111239346483966,20.096962768994786,1.0,True,True,False,False,101
coarse,400.0,400.0,92.05,414.3086465301398,-399.7439963707717,20.120639394976973,20.1060494349118,1.0,True,True,False,False,101
coarse,400.0,400.0,92.1,414.65748348262247,-399.7313575114625,20.130051810274562,20.115148155904716,1.0,True,True,False,False,101
coarse,400.0,400.0,92.15,415.00630927279394,-399.71841423933586,20.13947661329056,20.1242589518145,1.0,True,True,False,False,101
coarse,400.0,400.0,92.2,415.355123635008,-399.7051665642485,20.148913824986977,20.133381842528046,1.0,True,True,False,False,101
coarse,400.0,400.0,92.25,415.70392630362744,-399.69161449628916,20.15836346637423,20.142516847978268,1.0,True,True,False,False,101
coarse,400.0,400.0,92.3,416.0527170130238,-399.6777580457784,20.167825558511275,20.151663988144282,1.0,True,True,False,False,101
coarse,400.0,400.0,92.35,416.40149549757797,-399.6635972232684,20.17730012250591,20.160823283051474,1.0,True,True,False,False,101
coarse,400.0,400.0,92.4,416.75026149167985,-399.64913203954336,20.186787179514404,20.169994752771704,1.0,True,True,False,False,101
coarse,400.0,400.0,92.45,417.0990147297289,-399.63436250561904,20.196286750742356,20.179178417423334,1.0,True,True,False,False,101
coarse,400.0,400.0,92.5,417.44775494613435,-399.6192886327431,20.205798857444304,20.188374297171485,1.0,True,True,False,False,101
coarse,400.0,400.0,92.55,417.79648187531546,-399.603910432395,20.215323520924102,20.19758241222806,1.0,True,True,False,False,101
coarse,400.0,400.0,92.6,418.1451952517014,-399.5882279162859,20.224860762534956,20.20680278285196,1.0,True,True,False,False,101
coarse,400.0,400.0,92.65,418.49389480973207,-399.57224109635865,20.23441060367946,20.21603542934917,1.0,True,True,False,False,101
coarse,400.0,400.0,92.7,418.8425802838571,-399.555949984788,20.24397306581015,20.22528037207291,1.0,True,True,False,False,101
coarse,400.0,400.0,92.75,419.1912514085376,-399.53935459398025,20.25354817042934,20.234537631423738,1.0,True,True,False,False,101
coarse,400.0,400.0,92.8,419.5399079182453,-399.52245493657364,20.26313593908922,20.24380722784978,1.0,True,True,False,False,101
coarse,400.0,400.0,92.85,419.8885495474631,-399.5052510254379,20.272736393392243,20.253089181846722,1.0,True,True,False,False,101
coarse,400.0,400.0,92.9,420.23717603068536,-399.48774287367445,20.282349554990933,20.26238351395809,1.0,True,True,False,False,101
coarse,400.0,400.0,92.95,420.58578710241767,-399.4699304946168,20.291975445588225,20.271690244775264,1.0,True,True,False,False,101
coarse,400.0,400.0,93.0,420.9343824971775,-399.45181390182955,20.30161408693788,20.281009394937712,1.0,True,True,True,True,101
refined,400.0,400.0,90.9,406.2829269247283,-399.95065299266423,19.943532312998737,19.901749153268845,-1.0,True,True,False,False,201
refined,400.0,400.0,90.91,406.3527313860816,-399.949550323458,19.941757337293467,19.90328018238378,-1.0,True,True,False,False,201
refined,400.0,400.0,90.92,406.4225356539198,-399.94843547109184,19.939982830079735,19.90482896337867,-1.0,True,True,False,False,201
refined,400.0,400.0,90.93,406.4923397261163,-399.94730843559967,19.93820879120545,19.906395497773232,-1.0,True,True,False,False,201
refined,400.0,400.0,90.94,406.5621436005448,-399.9461692170158,19.936435220518664,19.9079797870875,-1.0,True,True,False,False,201
refined,400.0,400.0,90.95,406.631947275079,-399.94501781537497,19.93466211786766,19.909581832841848,-1.0,True,True,False,False,201
refined,400.0,400.0,90.96,406.7017507475925,-399.94385423071213,19.93288948310069,19.911201636556946,-1.0,True,True,False,False,201
refined,400.0,400.0,90.97,406.77155401595905,-399.942678463063,19.931117316065844,19.91283919975379,-1.0,True,True,False,False,201
refined,400.0,400.0,90.98,406.8413570780523,-399.9414905124631,19.929345616611705,19.914494523953675,-1.0,True,True,False,False,201
refined,400.0,400.0,90.99,406.91115993174583,-399.9402903789487,19.92757438458649,19.916167610678244,-1.0,True,True,False,False,201
refined,400.0,400.0,91.0,406.9809625749134,-399.9390780625565,19.925803619839023,19.917858461449423,1.0,True,True,False,False,201
refined,400.0,400.0,91.01,407.0507650054287,-399.9378535633233,19.927634070359183,19.91956707778946,1.0,True,True,False,False,201
