stage,resolution_m,x,y,movement_distance,guaranteed_receive_coverage,possible_receive_coverage,near_area_coverage,direction_available_coverage,clear_ready_coverage,operational_good_coverage,uniform_guaranteed_receive_coverage,uniform_clear_ready_coverage,uniform_operational_good_coverage,worst_diameter_median,worst_diameter_mean,worst_diameter_p90,worst_diameter_p95,worst_diameter_max,unbounded_fraction_of_direction_area,mean_abs_orthogonality_error_deg,orthogonal_80_100_area_coverage,target_sample_count,epsilon_sample_count
refine_2m,2.0,682.0,462.0,823.7523899813584,1.0,1.0,0.0,1.0,0.25490502211813687,0.25490502211813687,1.0,0.36587301587301585,0.36587301587301585,71.6212381096017,83.68179591920996,157.94826661698744,170.22971541975758,195.48873541220487,0.0,38.134216248142124,0.09640905542544886,1260,9
refine_2m,2.0,682.0,464.0,824.8757482190879,1.0,1.0,0.0,1.0,0.2543065313557117,0.2543065313557117,1.0,0.36587301587301585,0.36587301587301585,71.52372021095584,83.5053497311327,157.4700883395407,169.70765075256327,194.7322705849557,0.0,38.0348065872237,0.09640905542544886,1260,9
refine_2m,2.0,682.0,466.0,826.0024213039572,1.0,1.0,0.0,1.0,0.25482695810564665,0.25482695810564665,1.0,0.3674603174603175,0.3674603174603175,71.42760026641228,83.33112061882275,156.99685885998704,169.19084356987412,193.98433181482082,0.0,37.93584836297384,0.0970335675253708,1260,9
refine_2m,2.0,682.0,468.0,827.1323956900733,1.0,1.0,0.0,1.0,0.25422846734322146,0.25422846734322146,1.0,0.3674603174603175,0.3674603174603175,71.33285918694537,83.15907833920805,156.5285118436751,168.67922463058605,193.24478946311004,0.0,37.83733873013516,0.0970335675253708,1260,9
refine_2m,2.0,682.0,470.0,828.2656578658806,1.0,1.0,0.0,1.0,0.2547488940931564,0.2547488940931564,1.0,0.36904761904761907,0.36904761904761907,71.23947822324902,82.98919203380781,156.06498212047964,168.1727258903617,192.5135164796027,0.0,37.73927486754133,0.0970335675253708,1260,9
refine_2m,2.0,682.0,472.0,829.402194354464,1.0,1.0,0.0,1.0,0.2550091074681239,0.2550091074681239,1.0,0.36984126984126986,0.36984126984126986,71.14743895841859,82.8214326454017,155.60620565938817,167.67128047590532,191.79038833833738,0.0,37.641653977834196,0.09765807962529274,1260,9
refine_2m,2.0,682.0,474.0,830.5419917138447,1.0,1.0,0.0,1.0,0.25467083008066616,0.25467083008066616,1.0,0.37063492063492065,0.37063492063492065,71.0567233008295,82.65577063822,155.16148980837926,167.17482265986317,191.07528297536066,0.0,37.54447328718533,0.09765807962529274,1260,9
refine_2m,2.0,682.0,476.0,831.6850365372699,1.0,1.0,0.0,1.0,0.2549310434556336,0.2549310434556336,1.0,0.37142857142857144,0.37142857142857144,70.96731347718838,82.49217754808419,154.74038658161572,166.68328783640118,190.36808072826025,0.0,37.44773004502216,0.09765807962529274,1260,9
refine_2m,2.0,682.0,478.0,832.8313154534957,1.0,1.0,0.0,1.0,0.2543325526932084,0.2543325526932084,1.0,0.37142857142857144,0.37142857142857144,70.8791920257575,82.33062562210281,154.32337946505712,166.19661249738513,189.66866427749855,0.0,37.35142152375851,0.09828259172521468,1260,9
refine_2m,2.0,684.0,442.0,814.383202184328,1.0,1.0,0.0,1.0,0.2574551131928181,0.2574551131928181,1.0,0.3626984126984127,0.3626984126984127,72.4202670313128,85.3443413826266,162.72978619602424,175.45748648737788,202.93253377300204,0.0,39.08879443541093,0.09266198282591726,1260,9
refine_2m,2.0,684.0,444.0,815.4704163855363,1.0,1.0,0.0,1.0,0.2574551131928181,0.2574551131928181,1.0,0.3626984126984127,0.3626984126984127,72.30894976085717,85.14511574230858,162.16369983949264,174.80514036615895,202.0867876988194,0.0,38.984702454484996,0.0932864949258392,1260,9
refine_2m,2.0,684.0,446.0,816.561081609943,1.0,1.0,0.0,1.0,0.2574551131928181,0.2574551131928181,1.0,0.3626984126984127,0.3626984126984127,72.1992285496488,84.94843386846199,161.60395505969015,174.1602180511085,201.25097983395554,0.0,38.88109267460246,0.0932864949258392,1260,9
refine_2m,2.0,684.0,448.0,817.6551840476523,1.0,1.0,0.0,1.0,0.25659640905542547,0.25659640905542547,1.0,0.3619047619047619,0.3619047619047619,72.09108064668548,84.75426345038935,161.0504583091886,173.5462769653967,200.42495135964506,0.0,38.777961981549254,0.0932864949258392,1260,9
refine_2m,2.0,684.0,450.0,818.7527099191794,1.0,1.0,0.0,1.0,0.25659640905542547,0.25659640905542547,1.0,0.3619047619047619,0.3619047619047619,71.98448372212735,84.56256497974553,160.50311784917764,172.98780282582305,199.60854679274595,0.0,38.67530728844429,0.09391100702576112,1260,9
refine_2m,2.0,684.0,452.0,819.8536454758251,1.0,1.0,0.0,1.0,0.25659640905542547,0.25659640905542547,1.0,0.3619047619047619,0.3619047619047619,71.87941585785345,84.37330255308657,159.96184370602344,172.4350838270984,198.80161389874195,0.0,38.57312553540245,0.09391100702576112,1260,9
refine_2m,2.0,684.0,454.0,820.9579770000411,1.0,1.0,0.0,1.0,0.25573770491803277,0.25573770491803277,1.0,0.3611111111111111,0.3611111111111111,71.7758555382863,84.18644426073372,159.44463580019703,171.88804188550716,198.0040036074307,0.0,38.471413689203274,0.09453551912568306,1260,9
refine_2m,2.0,684.0,456.0,822.0656908057896,1.0,1.0,0.0,1.0,0.25573770491803277,0.25573770491803277,1.0,0.3611111111111111,0.3611111111111111,71.67378164143588,84.00195225656842,158.94831100247097,171.34660030885718,197.2155699312306,0.0,38.37016874296544,0.09453551912568306,1260,9
refine_2m,2.0,684.0,458.0,823.1767732388955,1.0,1.0,0.0,1.0,0.25573770491803277,0.25573770491803277,1.0,0.3611111111111111,0.3611111111111111,71.57317343019265,83.819795350254,158.45719051505418,170.810683765599,196.436169886026,0.0,38.269387715826575,0.09453551912568306,1260,9
refine_2m,2.0,684.0,460.0,824.2912106773916,1.0,1.0,0.0,1.0,0.25487900078064013,0.25487900078064013,1.0,0.3603174603174603,0.3603174603174603,71.47401054384275,83.63994077187897,157.9712033808225,170.28021825477296,195.66566341439517,0.0,38.16906765262868,0.095160031225605,1260,9
refine_2m,2.0,684.0,462.0,825.4089895318563,1.0,1.0,0.0,1.0,0.25487900078064013,0.25487900078064013,1.0,0.3603174603174603,0.3603174603174603,71.37627298980422,83.46235283533866,157.49027991020827,169.755131076752,194.90391331124638,0.0,38.06920562360873,0.095160031225605,1260,9
refine_2m,2.0,684.0,464.0,826.5300962457447,1.0,1.0,0.0,1.0,0.2545407233931824,0.2545407233931824,1.0,0.3611111111111111,0.3611111111111111,71.27994113557358,83.28700089438985,157.01435165307538,169.23535080473948,194.1507851516531,0.0,37.96979872409449,0.095160031225605,1260,9
