pareto_index,stage,resolution_m,x,y,movement_distance,guaranteed_receive_coverage,possible_receive_coverage,near_area_coverage,direction_available_coverage,clear_ready_coverage,operational_good_coverage,uniform_guaranteed_receive_coverage,uniform_clear_ready_coverage,uniform_operational_good_coverage,worst_diameter_median,worst_diameter_mean,worst_diameter_p90,worst_diameter_p95,worst_diameter_max,unbounded_fraction_of_direction_area,mean_abs_orthogonality_error_deg,orthogonal_80_100_area_coverage,target_sample_count,epsilon_sample_count
11,refine_2m,2.0,2.0,6.0,6.324555320336759,1.0,1.0,0.0,1.0,0.001014832162373146,0.001014832162373146,1.0,0.023809523809523808,0.023809523809523808,225.07146454777907,794.7439730291319,1663.1547138112353,3487.463914227534,11576.76230906149,0.9934946656258131,89.54655283705554,0.0,1260,9
12,refine_2m,2.0,6.0,2.0,6.324555320336759,1.0,1.0,0.0,1.0,0.000468384074941452,0.000468384074941452,1.0,0.014285714285714285,0.014285714285714285,39.68245164390802,245.85124778085373,685.6029070582368,2123.312219145115,2123.312219145115,0.9990892531876139,89.84664008622164,0.0,1260,9
13,refine_2m,2.0,4.0,6.0,7.211102550927978,1.0,1.0,0.0,1.0,0.00117096018735363,0.00117096018735363,1.0,0.02619047619047619,0.02619047619047619,224.72185125475332,1014.7942957908567,2269.1045630059807,5976.696827879623,11003.997587932006,0.9930783242258652,89.5435296316463,0.0,1260,9
14,refine_2m,2.0,6.0,4.0,7.211102550927978,1.0,1.0,0.0,1.0,0.000546448087431694,0.000546448087431694,1.0,0.016666666666666666,0.016666666666666666,139.79233335300216,391.97752652720084,1069.7061240436663,2271.6445891992184,3138.7603789453196,0.9968253968253968,89.69337660591881,0.0,1260,9
15,refine_2m,2.0,0.0,8.0,8.0,0.665495706479313,0.9812646370023419,0.0,0.665495706479313,0.001639344262295082,0.001639344262295082,0.7952380952380952,0.03333333333333333,0.03333333333333333,341.6753488915837,1529.4010882970745,2892.9788682635367,7027.524338038667,27634.868221438544,0.9826783968719452,89.2825030916128,0.0,1260,9
16,refine_2m,2.0,2.0,8.0,8.246211251235321,1.0,1.0,0.0,1.0,0.001639344262295082,0.001639344262295082,1.0,0.03333333333333333,0.03333333333333333,327.46462379071465,1716.1467106350058,3716.9082976051955,7320.869879963781,36303.20454514569,0.9881342701014832,89.39567642314427,0.0,1260,9
17,refine_2m,2.0,8.0,2.0,8.246211251235321,1.0,1.0,0.0,1.0,0.000546448087431694,0.000546448087431694,1.0,0.016666666666666666,0.016666666666666666,31.83120731587952,187.91313837794488,583.4943356661395,1458.1146704390123,1458.1146704390123,0.9990372105126204,89.84543871580003,0.0,1260,9
18,refine_2m,2.0,6.0,6.0,8.48528137423857,1.0,1.0,0.0,1.0,0.0012750455373406193,0.0012750455373406193,1.0,0.027777777777777776,0.027777777777777776,230.72816360753285,1698.8276505606948,2995.1703304634416,5123.386942234583,35919.64906123836,0.9928181108508978,89.54029693340269,0.0,1260,9
19,refine_2m,2.0,4.0,8.0,8.94427190999916,1.0,1.0,0.0,1.0,0.001639344262295082,0.001639344262295082,1.0,0.03333333333333333,0.03333333333333333,310.41219436475217,1106.448685474807,2931.316086533214,5205.9667640492125,13515.950597537547,0.9879781420765027,89.3917035265249,0.0,1260,9
20,refine_2m,2.0,8.0,6.0,10.0,1.0,1.0,0.0,1.0,0.0014311735623211033,0.0014311735623211033,1.0,0.03015873015873016,0.03015873015873016,212.73308186823633,803.7129617975033,2153.5801295336746,4221.304835729089,8246.55282121041,0.992688004163414,89.5368054842083,0.0,1260,9
