pareto_index,stage,resolution_m,x,y,movement_distance,guaranteed_receive_coverage,possible_receive_coverage,near_area_coverage,direction_available_coverage,clear_ready_coverage,operational_good_coverage,uniform_guaranteed_receive_coverage,uniform_clear_ready_coverage,uniform_operational_good_coverage,worst_diameter_median,worst_diameter_mean,worst_diameter_p90,worst_diameter_p95,worst_diameter_max,unbounded_fraction_of_direction_area,mean_abs_orthogonality_error_deg,orthogonal_80_100_area_coverage,target_sample_count,epsilon_sample_count
259,final_refine_2m,2.0,640.0,372.0,740.2594139894474,1.0,1.0,0.0,1.0,0.24603174603174602,0.24603174603174602,1.0,0.3746031746031746,0.3746031746031746,85.66362460195843,100.83062314636447,200.66219311998515,217.75759211519542,257.9586782757418,0.0,44.54180745231179,0.0776216497527973,1260,9
260,final_refine_2m,2.0,638.0,376.0,740.5538467930606,1.0,1.0,0.0,1.0,0.2443663804319542,0.2443663804319542,1.0,0.373015873015873,0.373015873015873,85.52941454797605,100.4218942320793,199.49592588268098,216.3356348225649,255.86782403340194,0.0,44.36630044669914,0.07868852459016394,1260,9
261,final_refine_2m,2.0,632.0,386.0,740.5538467930606,1.0,1.0,0.0,1.0,0.24374186833203226,0.24374186833203226,1.0,0.38492063492063494,0.38492063492063494,85.36697033471609,99.6066844228807,197.00680913862232,213.331378319196,251.28092440143033,0.0,43.96929091957994,0.07632058287795992,1260,9
262,final_refine_2m,2.0,630.0,390.0,740.9453421137082,1.0,1.0,0.0,1.0,0.24207650273224043,0.24207650273224043,1.0,0.38333333333333336,0.38333333333333336,85.21998988900059,99.24133379421805,195.93661031629753,212.05533702338047,249.3787444556521,0.0,43.80061378825891,0.07413479052823316,1260,9
263,final_refine_2m,2.0,642.0,370.0,740.9885289260557,1.0,1.0,0.0,1.0,0.24829560239396306,0.24829560239396306,1.0,0.3761904761904762,0.3761904761904762,85.5597470898363,100.88337186633431,200.94461139954367,218.19868982135216,258.614871427881,0.0,44.59539633350027,0.07582617746552173,1260,9
264,final_refine_2m,2.0,634.0,384.0,741.2233131789636,1.0,1.0,0.0,1.0,0.24478272183190217,0.24478272183190217,1.0,0.38412698412698415,0.38412698412698415,85.26149374417943,99.64263629122495,197.25087765895321,213.6567063341386,251.85775751813463,0.0,44.0208298629262,0.0785063752276867,1260,9
265,final_refine_2m,2.0,640.0,374.0,741.2664837964819,1.0,1.0,0.0,1.0,0.24603174603174602,0.24603174603174602,1.0,0.3746031746031746,0.3746031746031746,85.42388933172265,100.46950665060274,199.76651817481869,216.6936835240894,256.49954797855986,0.0,44.41922280724696,0.07822014051522248,1260,9
266,final_refine_2m,2.0,632.0,388.0,741.598274000149,1.0,1.0,0.0,1.0,0.24374186833203226,0.24374186833203226,1.0,0.38492063492063494,0.38492063492063494,85.11276750470127,99.27125026029682,196.17021542441782,212.36781877761763,249.9342897822313,0.0,43.850824041509426,0.07632058287795992,1260,9
267,final_refine_2m,2.0,642.0,372.0,741.989218250508,1.0,1.0,0.0,1.0,0.24852979443143378,0.24852979443143378,1.0,0.376984126984127,0.376984126984127,85.31868766090163,100.51923145881203,200.04163319379148,217.05740806941213,257.1411189441917,0.0,44.47219680668818,0.07642466822794691,1260,9
268,final_refine_2m,2.0,630.0,392.0,742.0,1.0,1.0,0.0,1.0,0.24207650273224043,0.24207650273224043,1.0,0.38333333333333336,0.38333333333333336,84.97093559768842,98.91302577499192,195.11627335930814,211.111166378534,248.062534952931,0.0,43.683296760487046,0.07486338797814207,1260,9
269,final_refine_2m,2.0,634.0,386.0,742.26140947782,1.0,1.0,0.0,1.0,0.2454072339318241,0.2454072339318241,1.0,0.3865079365079365,0.3865079365079365,85.00585886966049,99.30451769356722,196.40778093693916,212.68525698109192,250.49832831823625,0.0,43.901773067573394,0.07923497267759563,1260,9
270,final_refine_2m,2.0,640.0,376.0,742.2775761128717,1.0,1.0,0.0,1.0,0.24686442883164195,0.24686442883164195,1.0,0.3753968253968254,0.3753968253968254,85.18758323686558,100.11337863018197,198.88186399062377,215.67240448052186,255.0608201482914,0.0,44.29722343224672,0.07822014051522248,1260,9
271,final_refine_2m,2.0,632.0,390.0,742.6466185205451,1.0,1.0,0.0,1.0,0.24374186833203226,0.24374186833203226,1.0,0.38492063492063494,0.38492063492063494,84.86233583739886,98.94032391828718,195.34358745791172,211.41602305968377,248.60576079849676,0.0,43.73291038023568,0.07704918032786885,1260,9
272,final_refine_2m,2.0,642.0,374.0,742.9939434477242,1.0,1.0,0.0,1.0,0.24852979443143378,0.24852979443143378,1.0,0.376984126984127,0.376984126984127,85.08109116727344,100.16013629730227,199.1498192886735,216.02741410910386,255.68809190321144,0.0,44.349587790463275,0.07642466822794691,1260,9
273,final_refine_2m,2.0,650.0,360.0,743.0343195303969,1.0,1.0,0.0,1.0,0.24972677595628415,0.24972677595628415,1.0,0.36666666666666664,0.36666666666666664,85.39790964023102,101.49891666530858,203.06740943827327,221.15548959694252,262.90200715446525,0.0,44.94399443034301,0.07103825136612021,1260,9
274,final_refine_2m,2.0,630.0,394.0,743.0585441269079,1.0,1.0,0.0,1.0,0.24207650273224043,0.24207650273224043,1.0,0.38333333333333336,0.38333333333333336,84.72554916687344,98.589097353052,194.3056213795046,210.1784146170817,246.76383102882792,0.0,43.566524201385064,0.07486338797814207,1260,9
275,final_refine_2m,2.0,640.0,378.0,743.2926745232998,1.0,1.0,0.0,1.0,0.24686442883164195,0.24686442883164195,1.0,0.3753968253968254,0.3753968253968254,84.94709741509594,99.76215226313536,198.00804473681987,214.66396303008628,253.6420940648491,0.0,44.17580528922923,0.07822014051522248,1260,9
276,refine_50m,50.0,500.0,550.0,743.3034373659252,1.0,1.0,0.0,1.0,0.18961748633879782,0.18961748633879782,1.0,0.42142857142857143,0.42142857142857143,90.2146737939154,97.38287071798044,178.31587739803408,190.09089246429753,214.9770531436694,0.0,40.53537774129478,0.08420504813947437,1260,9
277,refine_50m,50.0,550.0,500.0,743.3034373659252,1.0,1.0,0.0,1.0,0.21420765027322405,0.21420765027322405,1.0,0.45,0.45,86.96369437717311,95.90221864837056,179.65420359405374,192.3741203167435,219.49607374106628,0.0,40.915748933206196,0.08415300546448087,1260,9
278,refine_10m,10.0,620.0,410.0,743.3034373659252,1.0,1.0,0.0,1.0,0.23278688524590163,0.23278688524590163,1.0,0.38333333333333336,0.38333333333333336,84.5829839481954,97.58065181806742,190.625604974251,206.13186957948142,240.59568702099486,0.0,42.99929478775742,0.07574811345303148,1260,9
279,final_refine_2m,2.0,634.0,388.0,743.3034373659252,1.0,1.0,0.0,1.0,0.2454072339318241,0.2454072339318241,1.0,0.3865079365079365,0.3865079365079365,84.7540334411435,98.9709616531082,195.57477388292588,211.72572506945343,249.1572769329413,0.0,43.78327446337903,0.07923497267759563,1260,9
280,final_refine_2m,2.0,632.0,392.0,743.6988637882944,1.0,1.0,0.0,1.0,0.24374186833203226,0.24374186833203226,1.0,0.38492063492063494,0.38492063492063494,84.61560866685137,98.61382965939475,194.52676333313696,210.47579335692294,247.2949967596474,0.0,43.61554622303671,0.07777777777777778,1260,9
281,final_refine_2m,2.0,642.0,376.0,744.0026881671866,1.0,1.0,0.0,1.0,0.24852979443143378,0.24852979443143378,1.0,0.376984126984127,0.376984126984127,84.84299328031508,99.80599887465229,198.26898042388947,215.01043224794122,254.2553807304322,0.0,44.22756519260577,0.07702315899037211,1260,9
282,final_refine_2m,2.0,650.0,362.0,744.0053763246607,1.0,1.0,0.0,1.0,0.24972677595628415,0.24972677595628415,1.0,0.36666666666666664,0.36666666666666664,85.14772575458724,101.11671833521609,202.1221397419355,220.0375479425119,261.3445860268954,0.0,44.81769653516713,0.07103825136612021,1260,9
283,final_refine_2m,2.0,630.0,396.0,744.1209579093979,1.0,1.0,0.0,1.0,0.24207650273224043,0.24207650273224043,1.0,0.38333333333333336,0.38333333333333336,84.48376644340914,98.26947573520002,193.50449865841523,209.25689178691462,245.48230719497013,0.0,43.45029248619299,0.075591985428051,1260,9
284,final_refine_2m,2.0,640.0,380.0,744.3117626371358,1.0,1.0,0.0,1.0,0.24686442883164195,0.24686442883164195,1.0,0.3753968253968254,0.3753968253968254,84.68706119694019,99.41574203761685,197.1448787217112,213.66813610567252,252.2429793887425,0.0,44.05496438088039,0.07881863127764767,1260,9
285,final_refine_2m,2.0,634.0,390.0,744.3493803315752,1.0,1.0,0.0,1.0,0.2454072339318241,0.2454072339318241,1.0,0.3865079365079365,0.3865079365079365,84.50594974855463,98.64189109944407,194.75169173244194,210.77790913899975,247.83425550900873,0.0,43.66533028685841,0.07996357012750456,1260,9
286,final_refine_2m,2.0,632.0,394.0,744.7549932695987,1.0,1.0,0.0,1.0,0.24374186833203226,0.24374186833203226,1.0,0.38492063492063494,0.38492063492063494,84.37252084920358,98.29169342669658,193.71958461647193,209.5469362551667,246.00166542903813,0.0,43.498727893346675,0.07777777777777778,1260,9
287,final_refine_2m,2.0,650.0,364.0,744.980536658509,1.0,1.0,0.0,1.0,0.24972677595628415,0.24972677595628415,1.0,0.36666666666666664,0.36666666666666664,84.90120933271821,100.73994009623013,201.18884593602792,218.82590682869238,259.8097194829423,0.0,44.69201471283466,0.07103825136612021,1260,9
288,final_refine_2m,2.0,636.0,388.0,745.0100670460769,1.0,1.0,0.0,1.0,0.24582357533177204,0.24582357533177204,1.0,0.38333333333333336,0.38333333333333336,84.39657635714644,98.67176291659348,194.98046634629628,211.0848391460546,248.38175378728755,0.0,43.71517046371666,0.08095238095238096,1260,9
289,final_refine_2m,2.0,642.0,378.0,745.0154360816962,1.0,1.0,0.0,1.0,0.24852979443143378,0.24852979443143378,1.0,0.376984126984127,0.376984126984127,84.58145378924023,99.45673712977704,197.39893157721525,214.00623513875533,252.84258652682053,0.0,44.106124962417915,0.07702315899037211,1260,9
290,final_refine_2m,2.0,630.0,398.0,745.1872247965608,1.0,1.0,0.0,1.0,0.24207650273224043,0.24207650273224043,1.0,0.38333333333333336,0.38333333333333336,84.24552472357901,97.95408972593948,192.65071147822056,208.34641210986317,244.2176459433386,0.0,43.33459802506611,0.07632058287795992,1260,9
291,final_refine_2m,2.0,648.0,368.0,745.2033279582157,1.0,1.0,0.0,1.0,0.24889409315638825,0.24889409315638825,1.0,0.36587301587301585,0.36587301587301585,84.76351015679762,100.31309973926605,199.98094019027803,217.18341929064144,257.62938371052013,0.0,44.51061289670279,0.07163674212854541,1260,9
292,final_refine_2m,2.0,640.0,382.0,745.3348240891472,1.0,1.0,0.0,1.0,0.24686442883164195,0.24686442883164195,1.0,0.3753968253968254,0.3753968253968254,84.43095316934449,99.07406470836274,196.29218827748835,212.68470576293382,250.8630958271547,0.0,43.9346967500409,0.07881863127764767,1260,9
293,final_refine_2m,2.0,634.0,392.0,745.3992218938788,1.0,1.0,0.0,1.0,0.2454072339318241,0.2454072339318241,1.0,0.3865079365079365,0.3865079365079365,84.26154163600319,98.31723068153616,193.93837327304118,209.8416122289664,246.5289248759149,0.0,43.54793681137928,0.08069216757741347,1260,9
294,final_refine_2m,2.0,632.0,396.0,745.8149904634527,1.0,1.0,0.0,1.0,0.24374186833203226,0.24374186833203226,1.0,0.38492063492063494,0.38492063492063494,84.1330087201701,97.97384347907779,192.909169156533,208.62926261282013,244.72544276339792,0.0,43.38245310747053,0.0785063752276867,1260,9
295,final_refine_2m,2.0,650.0,366.0,745.9597844388128,1.0,1.0,0.0,1.0,0.24972677595628415,0.24972677595628415,1.0,0.36666666666666664,0.36666666666666664,84.65829651242962,100.36848395829931,200.26731936119953,217.63145750975883,258.2969474661788,0.0,44.566944607049315,0.07103825136612021,1260,9
296,final_refine_2m,2.0,642.0,380.0,746.0321708880924,1.0,1.0,0.0,1.0,0.24852979443143378,0.24852979443143378,1.0,0.376984126984127,0.376984126984127,84.32388341862635,99.11226761150448,196.53949184612213,213.01460068447204,251.4493207232873,0.0,43.9852630900964,0.0776216497527973,1260,9
297,final_refine_2m,2.0,636.0,390.0,746.053617376124,1.0,1.0,0.0,1.0,0.246448087431694,0.246448087431694,1.0,0.38571428571428573,0.38571428571428573,84.1508324787857,98.3445409327706,194.1609227585723,210.14099474969464,247.06422768563053,0.0,43.59719949849219,0.08168097840228988,1260,9
298,final_refine_2m,2.0,648.0,370.0,746.1930045236286,1.0,1.0,0.0,1.0,0.24889409315638825,0.24889409315638825,1.0,0.36587301587301585,0.36587301587301585,84.5254562801672,99.94996733785878,199.07841929434832,216.08327662206065,256.1532450991726,0.0,44.386779931211834,0.07163674212854541,1260,9
299,final_refine_2m,2.0,630.0,400.0,746.2573282722254,1.0,1.0,0.0,1.0,0.24207650273224043,0.24207650273224043,1.0,0.38333333333333336,0.38333333333333336,84.01076271299873,97.6428696838425,191.77241452585884,207.44679386735922,242.9695375032213,0.0,43.2194372625769,0.07704918032786885,1260,9
300,final_refine_2m,2.0,640.0,384.0,746.3618425401985,1.0,1.0,0.0,1.0,0.24686442883164195,0.24686442883164195,1.0,0.3753968253968254,0.3753968253968254,84.17870235061962,98.73703918872897,195.44979964908148,211.7134590336072,249.50207281278733,0.0,43.8149984791062,0.07941712204007285,1260,9
301,final_refine_2m,2.0,646.0,374.0,746.452945603405,1.0,1.0,0.0,1.0,0.24873796513140775,0.24873796513140775,1.0,0.37142857142857144,0.37142857142857144,84.37125611203602,99.54477874083659,197.91997853176022,214.698674489402,254.06991003524408,0.0,44.209815605734825,0.07403070517824616,1260,9
