stage,resolution_m,x,y,movement_distance,guaranteed_receive_coverage,possible_receive_coverage,near_area_coverage,direction_available_coverage,clear_ready_coverage,operational_good_coverage,uniform_guaranteed_receive_coverage,uniform_clear_ready_coverage,uniform_operational_good_coverage,worst_diameter_median,worst_diameter_mean,worst_diameter_p90,worst_diameter_p95,worst_diameter_max,unbounded_fraction_of_direction_area,mean_abs_orthogonality_error_deg,orthogonal_80_100_area_coverage,target_sample_count,epsilon_sample_count
cross_grid_coarse,2.0,680.0,420.0,799.2496481075234,1.0,1.0,0.0,1.0,0.2544547470268091,0.2544547470268091,1.0,0.3573170731707317,0.3573170731707317,73.98549117848972,87.30120058479244,168.57420133451956,182.23374288858054,214.27064531343385,0.0,40.20965548215408,0.08937714170530135,4920,41
cross_grid_coarse,2.0,682.0,420.0,800.9519336389669,1.0,1.0,0.0,1.0,0.24826647853255393,0.24826647853255393,1.0,0.34817073170731705,0.34817073170731705,73.71430818061728,87.05683814226586,168.0194057944469,181.69806132452706,213.6050260950352,0.0,40.14306750803161,0.08891688503661896,4920,41
cross_grid_coarse,2.0,684.0,420.0,802.6555923931509,1.0,1.0,0.0,1.0,0.2502687630182087,0.2502687630182087,1.0,0.34979674796747967,0.34979674796747967,73.44412548650817,86.81424687038067,167.4568680605522,181.16339335007254,212.9407086526154,0.0,40.07692622536946,0.08822817980245919,4920,41
cross_grid_coarse,2.0,686.0,420.0,804.3606156445006,1.0,1.0,0.0,1.0,0.2564570315124639,0.2564570315124639,1.0,0.3548780487804878,0.3548780487804878,73.16653465081183,86.57277841070287,166.90200594170213,180.62973879607566,212.2776924785224,0.0,40.01084782107495,0.08920916481892091,4920,41
cross_grid_coarse,2.0,688.0,420.0,806.0669947343087,1.0,1.0,0.0,1.0,0.2552744742323456,0.2552744742323456,1.0,0.3516260162601626,0.3516260162601626,72.87366987485089,86.33229668076432,166.35432973375103,180.09709749832092,211.61597707056205,0.0,39.94480372910299,0.09002553248672983,4920,41
cross_grid_coarse,2.0,690.0,420.0,807.7747210701756,1.0,1.0,0.0,1.0,0.25513337364778604,0.25513337364778604,1.0,0.35040650406504065,0.35040650406504065,72.58198462860348,86.09279847110149,165.8078365563849,179.56546929753918,210.9555619320093,0.0,39.87877998175453,0.090633608815427,4920,41
cross_grid_coarse,2.0,692.0,420.0,809.4837861254541,1.0,1.0,0.0,1.0,0.255331586373715,0.255331586373715,1.0,0.3489837398373984,0.3489837398373984,72.29147986696744,85.85428697834182,165.2778993906907,179.03485403945623,210.29644657166068,0.0,39.81276948727883,0.090942686286367,4920,41
cross_grid_coarse,2.0,694.0,420.0,811.1941814386985,1.0,1.0,0.0,1.0,0.24780958140159914,0.24780958140159914,1.0,0.3388211382113821,0.3388211382113821,72.00215655087673,85.61676354764913,164.77903167919868,178.50525157480263,209.63863050384268,0.0,39.7469096090298,0.09087885506954244,4920,41
cross_grid_coarse,2.0,696.0,420.0,812.9058986131174,1.0,1.0,0.0,1.0,0.24785325539205805,0.24785325539205805,1.0,0.33699186991869917,0.33699186991869917,71.71401564715273,85.38079553328451,164.28115552076943,177.93452487623944,208.98211324847333,0.0,39.68155313668022,0.08975676946852112,4920,41
cross_grid_coarse,2.0,698.0,420.0,814.618929316033,1.0,1.0,0.0,1.0,0.25585231472149433,0.25585231472149433,1.0,0.34491869918699186,0.34491869918699186,71.43473705808407,85.14618759421023,163.7842708729765,177.34903359745746,208.3268943310697,0.0,39.61633264158485,0.09058657528724047,4920,41
cross_grid_coarse,2.0,700.0,420.0,816.3332652783421,1.0,1.0,0.0,1.0,0.2559934153060539,0.2559934153060539,1.0,0.34308943089430893,0.34308943089430893,71.17386330005904,84.91256712225535,163.2883776989526,176.76479388851982,207.67297328279565,0.0,39.55114645296854,0.09158099845461265,4920,41
