rank,stage,resolution_m,x,y,movement_distance,guaranteed_receive_coverage,possible_receive_coverage,near_area_coverage,direction_available_coverage,clear_ready_coverage,operational_good_coverage,uniform_guaranteed_receive_coverage,uniform_clear_ready_coverage,uniform_operational_good_coverage,worst_diameter_median,worst_diameter_mean,worst_diameter_p90,worst_diameter_p95,worst_diameter_max,unbounded_fraction_of_direction_area,mean_abs_orthogonality_error_deg,orthogonal_80_100_area_coverage,target_sample_count,epsilon_sample_count
83,final_refine_0p5m,0.5,688.0,440.0,816.6663945577778,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.01844461006105,85.08571120477575,162.29270358302767,175.03119998730932,202.54389521739247,0.0,39.06221411495968,0.09016393442622951,1260,9
84,final_refine_0p5m,0.5,687.0,440.5,816.0938977838273,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.11888287705379,85.15024306577605,162.4020183405106,175.1378081718831,202.64106023521444,0.0,39.06900004776474,0.09078844652615145,1260,9
85,final_refine_0p5m,0.5,687.5,440.0,816.2452143810707,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.08257931694952,85.14306323864457,162.41867598267666,175.1667307677734,202.69919014585233,0.0,39.078715903808536,0.09016393442622951,1260,9
86,final_refine_0p5m,0.5,688.0,439.5,816.3971153795192,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.04627210422422,85.13594766001562,162.43545624461274,175.19580982874328,202.75756087263275,0.0,39.08843037971149,0.09016393442622951,1260,9
87,final_refine_0p5m,0.5,687.0,440.0,815.8241232030344,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.14677409380705,85.20047232834999,162.54471362180158,175.30233029871482,202.85456097894064,0.0,39.09518707263692,0.09078844652615145,1260,9
88,final_refine_0p5m,0.5,687.5,439.5,815.975796209667,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.11048933652182,85.19337635818133,162.561602736767,175.3315343771598,202.91309205180912,0.0,39.104932877551065,0.09016393442622951,1260,9
89,final_refine_0p5m,0.5,688.0,439.0,816.1280536778527,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.07420095052261,85.18634696685902,162.57861518189557,175.3608958182919,202.97186531045182,0.0,39.11467732676076,0.09016393442622951,1260,9
90,final_refine_0p5m,0.5,687.0,439.5,815.5545659243163,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.17476671728939,85.25086424724114,162.68781456011453,175.46732777844383,203.06869926101092,0.0,39.121404705292896,0.09078844652615145,1260,9
91,final_refine_0p5m,0.5,687.5,439.0,815.7065955354291,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.13850091995269,85.24385252907948,162.70493622140475,175.49681465893673,203.12763342176757,0.0,39.13118052141001,0.09016393442622951,1260,9
92,final_refine_0p5m,0.5,688.0,438.5,815.8592096679427,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.10223151822431,85.23690969395325,162.72218192760545,175.526459805276,203.1868111466098,0.0,39.14095500633428,0.09016393442622951,1260,9
93,final_refine_0p5m,0.5,687.0,439.0,815.2852261632122,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.2028611165077,85.30141917006199,162.83132268409125,175.63280245515082,203.2834776889194,0.0,39.14765299577227,0.09078844652615145,1260,9
94,final_refine_0p5m,0.5,687.5,438.5,815.437612573764,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.16661443725603,85.2944934983354,162.8486779710728,175.66257346452065,203.3428168743995,0.0,39.157458885574655,0.09016393442622951,1260,9
95,final_refine_0p5m,0.5,687.0,438.5,815.0161041353723,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.23105766222118,85.35213732078245,162.97523952997528,175.79875618235178,203.4988988842735,0.0,39.17393199422649,0.09078844652615145,1260,9
96,final_refine_0p5m,0.5,687.5,438.0,815.1688475401891,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.19483026020028,85.34529876673592,162.99282952788855,175.82881265482987,203.55864504258184,0.0,39.183768020346605,0.09016393442622951,1260,9
97,final_refine_0p5m,0.5,687.0,438.0,814.7472000565574,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.25935672694894,85.40301994365494,163.11956664164651,175.9651908230822,203.71496548287604,0.0,39.20024175091923,0.09078844652615145,1260,9
98,final_refine_0p5m,0.5,687.5,437.5,814.9003006503311,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.2231487623293,85.39626891750942,163.1373924416564,175.9955341003388,203.77512057346854,0.0,39.21010797614012,0.09016393442622951,1260,9
99,final_refine_0p5m,0.5,687.0,437.5,814.4785141426383,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.287758684986,85.45406835318818,163.26430557068093,176.1321082499427,203.9316801348464,0.0,39.22658231622669,0.09016393442622951,1260,9
100,final_refine_0p5m,0.5,687.5,437.0,814.6319721199261,1.0,1.0,0.0,1.0,0.2617486338797814,0.2617486338797814,1.0,0.36666666666666664,0.36666666666666664,72.25157031895907,85.44740396578783,163.2823682699002,176.1627396811438,203.99224612859703,0.0,39.23647880348248,0.09016393442622951,1260,9
